sign_a,sign_b,position,ngram_len,class_a,class_b,vowel_a,vowel_b,count_a,count_b,sub_type,inference,confidence,frame
AB 08,AB 57,1,3,vowel,velar/palatal,a,a,1,1,unknown,unclassified: AB 08(a) ↔ AB 57(ja),0.0,AB 24-[AB 08|AB 57]-AB 59
AB 24,AB 04,0,3,dental/coronal,dental/coronal,e,e,1,1,unknown,unclassified: AB 24(ne) ↔ AB 04(te),0.0,[AB 24|AB 04]-AB 08-AB 59
AB 24,AB 38,0,3,dental/coronal,vowel,e,e,1,1,morphological,prefix/suffix substitution: AB 24(ne) ↔ AB 38(e),0.0,[AB 24|AB 38]-AB 08-AB 59
AB 59,AB 54,2,3,?,labial,?,a,1,1,morphological,prefix/suffix substitution: AB 59(?) ↔ AB 54(wa),0.0,AB 24-AB 08-[AB 59|AB 54]
AB 53,AB 52,2,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 53(ri) ↔ AB 52(?),0.0,AB 59-AB 01-[AB 53|AB 52]
AB 53,AB 10,2,3,dental/coronal,vowel,i,u,1,1,morphological,prefix/suffix substitution: AB 53(ri) ↔ AB 10(u),0.0,AB 59-AB 01-[AB 53|AB 10]
AB 53,AB 65,2,3,dental/coronal,velar/palatal,i,u,1,1,morphological,prefix/suffix substitution: AB 53(ri) ↔ AB 65(ju),0.0,AB 59-AB 01-[AB 53|AB 65]
AB 51,AB 36,2,3,dental/coronal,velar/palatal,u,o,1,1,morphological,prefix/suffix substitution: AB 51(du) ↔ AB 36(jo),0.0,AB 56-AB 45-[AB 51|AB 36]
AB 102,AB 49,1,3,?,?,?,?,1,1,unknown,unclassified: AB 102(?) ↔ AB 49(?),0.0,AB 62-[AB 102|AB 49]-AB 36
AB 102,AB 08,1,3,?,vowel,?,a,1,1,unknown,unclassified: AB 102(?) ↔ AB 08(a),0.0,AB 62-[AB 102|AB 08]-AB 36
AB 102,VASE 5,1,3,?,?,?,?,1,1,unknown,unclassified: AB 102(?) ↔ VASE 5(?),0.0,AB 62-[AB 102|VASE 5]-AB 36
AB 102,AB 03,0,3,?,labial,?,a,1,1,morphological,prefix/suffix substitution: AB 102(?) ↔ AB 03(pa),0.0,[AB 102|AB 03]-AB 51-AB 65
AB 32,AB 04,0,3,vowel,dental/coronal,i,e,1,1,morphological,prefix/suffix substitution: AB 32(i) ↔ AB 04(te),0.0,[AB 32|AB 04]-AB 32-AB 65
AB 06,AB 62,2,3,dental/coronal,?,a,?,1,1,morphological,prefix/suffix substitution: AB 06(na) ↔ AB 62(?),0.0,AB 32-AB 65-[AB 06|AB 62]
AB 06,AB 23,2,3,dental/coronal,dental/coronal,a,u,1,1,unknown,unclassified: AB 06(na) ↔ AB 23(mu),0.0,AB 32-AB 65-[AB 06|AB 23]
AB 36,AB 03,0,3,velar/palatal,labial,o,a,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 03(pa),0.0,[AB 36|AB 03]-AB 65-AB 26
AB 65,AB 23,1,3,velar/palatal,dental/coronal,u,u,1,1,unknown,unclassified: AB 65(ju) ↔ AB 23(mu),0.0,AB 36-[AB 65|AB 23]-AB 26
AB 36,AB 06,0,3,velar/palatal,dental/coronal,o,a,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 06(na),0.0,[AB 36|AB 06]-AB 65-AB 26
AB 36,AB 50,0,3,velar/palatal,dental/coronal,o,u,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 50(pu),0.0,[AB 36|AB 50]-AB 65-AB 26
AB 49,AB 01,2,3,?,dental/coronal,?,a,1,1,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 01(da),0.0,AB 65-AB 26-[AB 49|AB 01]
AB 49,AB 66,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 66(?),0.0,AB 65-AB 26-[AB 49|AB 66]
AB 65,AB 59,0,3,velar/palatal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 59(?),0.0,[AB 65|AB 59]-AB 26-AB 49
AB 49,AB 09,2,3,?,dental/coronal,?,e,1,1,morphological,prefix/suffix substitution: AB 49(?) ↔ AB 09(se),0.0,AB 65-AB 26-[AB 49|AB 09]
AB 04,AB 08,2,3,dental/coronal,vowel,e,a,1,1,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 08(a),0.0,AB 26-AB 49-[AB 04|AB 08]
AB 04,AB 13,2,3,dental/coronal,labial,e,e,1,1,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 13(me),0.0,AB 26-AB 49-[AB 04|AB 13]
AB 46,AB 04,0,3,?,dental/coronal,?,e,1,1,morphological,prefix/suffix substitution: AB 46(?) ↔ AB 04(te),0.0,[AB 46|AB 04]-AB 34-AB 32
AB 32,AB 24,1,3,vowel,dental/coronal,i,e,1,1,unknown,unclassified: AB 32(i) ↔ AB 24(ne),0.0,AB 34-[AB 32|AB 24]-AB 06
AB 32,AB 59,1,3,vowel,?,i,?,1,1,unknown,unclassified: AB 32(i) ↔ AB 59(?),0.0,AB 34-[AB 32|AB 59]-AB 06
AB 06,AB 22f,2,3,dental/coronal,?,a,?,1,1,morphological,prefix/suffix substitution: AB 06(na) ↔ AB 22f(?),0.0,AB 34-AB 32-[AB 06|AB 22f]
AB 13,AB 09,1,3,labial,dental/coronal,e,e,1,1,unknown,unclassified: AB 13(me) ↔ AB 09(se),0.0,AB 62-[AB 13|AB 09]-AB 08
AB 13,VASE 7,0,3,labial,?,e,?,1,1,morphological,prefix/suffix substitution: AB 13(me) ↔ VASE 7(?),0.0,[AB 13|VASE 7]-AB 08-AB 44
AB 13,AB 58,0,3,labial,?,e,?,1,1,morphological,prefix/suffix substitution: AB 13(me) ↔ AB 58(?),0.0,[AB 13|AB 58]-AB 08-AB 44
AB 13,AB 10,0,3,labial,vowel,e,u,1,1,morphological,prefix/suffix substitution: AB 13(me) ↔ AB 10(u),0.0,[AB 13|AB 10]-AB 08-AB 44
AB 55,AB 08,0,3,dental/coronal,vowel,u,a,1,1,morphological,prefix/suffix substitution: AB 55(nu) ↔ AB 08(a),0.0,[AB 55|AB 08]-AB 51-AB 24
AB 55,AB 51,0,3,dental/coronal,dental/coronal,u,u,1,1,unknown,unclassified: AB 55(nu) ↔ AB 51(du),0.0,[AB 55|AB 51]-AB 51-AB 24
AB 55,AB 29,2,3,dental/coronal,dental/coronal,u,u,1,1,unknown,unclassified: AB 55(nu) ↔ AB 29(pu),0.0,AB 51-AB 24-[AB 55|AB 29]
AB 55,AB 08,2,3,dental/coronal,vowel,u,a,1,1,morphological,prefix/suffix substitution: AB 55(nu) ↔ AB 08(a),0.0,AB 51-AB 24-[AB 55|AB 08]
AB 55,AB 06,1,3,dental/coronal,dental/coronal,u,a,1,1,phonetic,"same class (dental/coronal), different vowel: AB 55(nu) ↔ AB 06(na)",0.5,AB 24-[AB 55|AB 06]-AB 32
AB 62,AB 77,0,3,?,velar/palatal,?,a,1,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 77(ka),0.0,[AB 62|AB 77]-AB 59-AB 14
AB 36,AB 09,2,3,velar/palatal,dental/coronal,o,e,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 09(se),0.0,AB 59-AB 14-[AB 36|AB 09]
AB 59,AB 02,0,3,?,dental/coronal,?,o,1,1,morphological,prefix/suffix substitution: AB 59(?) ↔ AB 02(ro),0.0,[AB 59|AB 02]-AB 14-AB 36
AB 26,AB 64,2,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 26(ru) ↔ AB 64(?),0.0,AB 14-AB 36-[AB 26|AB 64]
AB 36,AB 23,0,3,velar/palatal,dental/coronal,o,u,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 23(mu),0.0,[AB 36|AB 23]-AB 26-AB 06
AB 36,AB 04,0,3,velar/palatal,dental/coronal,o,e,1,1,morphological,prefix/suffix substitution: AB 36(jo) ↔ AB 04(te),0.0,[AB 36|AB 04]-AB 26-AB 06
AB 53,AB 50,1,3,dental/coronal,dental/coronal,i,u,1,1,phonetic,"same class (dental/coronal), different vowel: AB 53(ri) ↔ AB 50(pu)",0.5,AB 06-[AB 53|AB 50]-AB 04
AB 53,AB 35,0,3,dental/coronal,dental/coronal,i,i,1,1,unknown,unclassified: AB 53(ri) ↔ AB 35(ti),0.0,[AB 53|AB 35]-AB 04-AB 49
AB 49,AB 36,1,3,?,velar/palatal,?,o,1,1,unknown,unclassified: AB 49(?) ↔ AB 36(jo),0.0,AB 04-[AB 49|AB 36]-AB 52
AB 52,AB 21f,2,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 52(?) ↔ AB 21f(?),0.0,AB 04-AB 49-[AB 52|AB 21f]
AB 49,AB 66,1,3,?,?,?,?,1,1,unknown,unclassified: AB 49(?) ↔ AB 66(?),0.0,AB 04-[AB 49|AB 66]-AB 52
AB 52,AB 01,0,3,?,dental/coronal,?,a,1,1,morphological,prefix/suffix substitution: AB 52(?) ↔ AB 01(da),0.0,[AB 52|AB 01]-AB 06-AB 57
AB 06,AB 59,0,3,dental/coronal,?,a,?,1,1,morphological,prefix/suffix substitution: AB 06(na) ↔ AB 59(?),0.0,[AB 06|AB 59]-AB 57-AB 50
AB 50,AB 85,2,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 50(pu) ↔ AB 85(?),0.0,AB 06-AB 57-[AB 50|AB 85]
AB 50,AB 06,2,3,dental/coronal,dental/coronal,u,a,1,1,unknown,unclassified: AB 50(pu) ↔ AB 06(na),0.0,AB 06-AB 57-[AB 50|AB 06]
AB 50,AB 66,2,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 50(pu) ↔ AB 66(?),0.0,AB 06-AB 57-[AB 50|AB 66]
AB 29,AB 65,2,3,dental/coronal,velar/palatal,u,u,1,1,morphological,prefix/suffix substitution: AB 29(pu) ↔ AB 65(ju),0.0,AB 57-AB 50-[AB 29|AB 65]
AB 57,AB 30,0,3,velar/palatal,dental/coronal,a,i,1,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ AB 30(ni),0.0,[AB 57|AB 30]-AB 50-AB 65
AB 65,AB 47,0,3,velar/palatal,dental/coronal,u,u,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 47(nu),0.0,[AB 65|AB 47]-AB 32-AB 14
AB 65,AB 59,0,3,velar/palatal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 59(?),0.0,[AB 65|AB 59]-AB 32-AB 14
AB 32,AB 03,0,3,vowel,labial,i,a,1,1,morphological,prefix/suffix substitution: AB 32(i) ↔ AB 03(pa),0.0,[AB 32|AB 03]-AB 14-AB 26
AB 26,AB 52,2,3,dental/coronal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 26(ru) ↔ AB 52(?),0.0,AB 32-AB 14-[AB 26|AB 52]
AB 26,AB 09,2,3,dental/coronal,dental/coronal,u,e,1,1,unknown,unclassified: AB 26(ru) ↔ AB 09(se),0.0,AB 32-AB 14-[AB 26|AB 09]
AB 04,AB 65,2,3,dental/coronal,velar/palatal,e,u,1,1,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 65(ju),0.0,AB 14-AB 26-[AB 04|AB 65]
AB 04,AB 47,1,3,dental/coronal,dental/coronal,e,u,1,1,phonetic,"same class (dental/coronal), different vowel: AB 04(te) ↔ AB 47(nu)",0.5,AB 26-[AB 04|AB 47]-AB 65
AB 04,AB 21f,0,3,dental/coronal,?,e,?,1,1,morphological,prefix/suffix substitution: AB 04(te) ↔ AB 21f(?),0.0,[AB 04|AB 21f]-AB 65-AB 04
AB 32,AB 51,2,3,vowel,dental/coronal,i,u,1,1,morphological,prefix/suffix substitution: AB 32(i) ↔ AB 51(du),0.0,AB 65-AB 04-[AB 32|AB 51]
AB 32,AB 30,1,3,vowel,dental/coronal,i,i,1,1,unknown,unclassified: AB 32(i) ↔ AB 30(ni),0.0,AB 04-[AB 32|AB 30]-AB 65
AB 62,AB 23,2,3,?,dental/coronal,?,u,1,1,morphological,prefix/suffix substitution: AB 62(?) ↔ AB 23(mu),0.0,AB 32-AB 65-[AB 62|AB 23]
AB 01,AB 35,2,3,dental/coronal,dental/coronal,a,i,1,1,unknown,unclassified: AB 01(da) ↔ AB 35(ti),0.0,AB 63-AB 49-[AB 01|AB 35]
AB 49,VASE 5,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 49(?) ↔ VASE 5(?),0.0,[AB 49|VASE 5]-AB 01-AB 24
AB 49,VASE 7,0,3,?,?,?,?,1,1,morphological,prefix/suffix substitution: AB 49(?) ↔ VASE 7(?),0.0,[AB 49|VASE 7]-AB 01-AB 24
AB 32,AB 09,2,3,vowel,dental/coronal,i,e,1,1,morphological,prefix/suffix substitution: AB 32(i) ↔ AB 09(se),0.0,AB 01-AB 24-[AB 32|AB 09]
AB 32,AB 73,2,3,vowel,?,i,?,1,1,morphological,prefix/suffix substitution: AB 32(i) ↔ AB 73(?),0.0,AB 01-AB 24-[AB 32|AB 73]
AB 32,AB 62,1,3,vowel,?,i,?,1,1,unknown,unclassified: AB 32(i) ↔ AB 62(?),0.0,AB 24-[AB 32|AB 62]-AB 66
AB 32,AB 66,1,3,vowel,?,i,?,1,1,unknown,unclassified: AB 32(i) ↔ AB 66(?),0.0,AB 24-[AB 32|AB 66]-AB 66
AB 49,AB 08,1,3,?,vowel,?,a,1,1,unknown,unclassified: AB 49(?) ↔ AB 08(a),0.0,AB 33-[AB 49|AB 08]-AB 07
AB 91,AB 24,2,3,?,dental/coronal,o,e,1,1,morphological,prefix/suffix substitution: AB 91(lo) ↔ AB 24(ne),0.0,AB 04-AB 04-[AB 91|AB 24]
AB 91,AB 44,2,3,?,velar/palatal,o,e,1,1,morphological,prefix/suffix substitution: AB 91(lo) ↔ AB 44(ke),0.0,AB 04-AB 04-[AB 91|AB 44]
AB 91,AB 59,2,3,?,?,o,?,1,1,morphological,prefix/suffix substitution: AB 91(lo) ↔ AB 59(?),0.0,AB 04-AB 04-[AB 91|AB 59]
AB 91,AB 44,1,3,?,velar/palatal,o,e,1,1,unknown,unclassified: AB 91(lo) ↔ AB 44(ke),0.0,AB 04-[AB 91|AB 44]-AB 28
AB 91,AB 30,0,3,?,dental/coronal,o,i,1,1,morphological,prefix/suffix substitution: AB 91(lo) ↔ AB 30(ni),0.0,[AB 91|AB 30]-AB 28-AB 24
AB 28,AB 08,0,3,vowel,vowel,i,a,1,1,unknown,unclassified: AB 28(i) ↔ AB 08(a),0.0,[AB 28|AB 08]-AB 24-AB 57
AB 57,A 620,2,3,velar/palatal,?,a,?,1,1,morphological,prefix/suffix substitution: AB 57(ja) ↔ A 620(?),0.0,AB 28-AB 24-[AB 57|A 620]
AB 24,AB 03,0,3,dental/coronal,labial,e,a,1,1,morphological,prefix/suffix substitution: AB 24(ne) ↔ AB 03(pa),0.0,[AB 24|AB 03]-AB 57-AB 12
AB 12,AB 59,2,3,dental/coronal,?,o,?,1,1,morphological,prefix/suffix substitution: AB 12(so) ↔ AB 59(?),0.0,AB 24-AB 57-[AB 12|AB 59]
AB 30,AB 21f,1,3,dental/coronal,?,i,?,1,1,unknown,unclassified: AB 30(ni) ↔ AB 21f(?),0.0,AB 49-[AB 30|AB 21f]-AB 10
AB 10,AB 21f,2,3,vowel,?,u,?,1,1,morphological,prefix/suffix substitution: AB 10(u) ↔ AB 21f(?),0.0,AB 49-AB 30-[AB 10|AB 21f]
AB 30,AB 22f,0,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 30(ni) ↔ AB 22f(?),0.0,[AB 30|AB 22f]-AB 10-AB 06
AB 30,AB 75,0,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 30(ni) ↔ AB 75(?),0.0,[AB 30|AB 75]-AB 10-AB 06
AB 10,AB 49,1,3,vowel,?,u,?,1,1,unknown,unclassified: AB 10(u) ↔ AB 49(?),0.0,AB 49-[AB 10|AB 49]-AB 03
AB 03,AB 42,1,3,labial,?,a,?,1,1,unknown,unclassified: AB 03(pa) ↔ AB 42(?),0.0,AB 10-[AB 03|AB 42]-AB 65
AB 65,AB 14,1,3,velar/palatal,dental/coronal,u,o,1,1,unknown,unclassified: AB 65(ju) ↔ AB 14(do),0.0,AB 03-[AB 65|AB 14]-AB 26
AB 03,AB 06,0,3,labial,dental/coronal,a,a,1,1,morphological,prefix/suffix substitution: AB 03(pa) ↔ AB 06(na),0.0,[AB 03|AB 06]-AB 65-AB 26
AB 03,AB 50,0,3,labial,dental/coronal,a,u,1,1,morphological,prefix/suffix substitution: AB 03(pa) ↔ AB 50(pu),0.0,[AB 03|AB 50]-AB 65-AB 26
AB 65,AB 04,0,3,velar/palatal,dental/coronal,u,e,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 04(te),0.0,[AB 65|AB 04]-AB 26-AB 01
AB 65,AB 49,0,3,velar/palatal,?,u,?,1,1,morphological,prefix/suffix substitution: AB 65(ju) ↔ AB 49(?),0.0,[AB 65|AB 49]-AB 26-AB 01
AB 01,AB 66,2,3,dental/coronal,?,a,?,1,1,morphological,prefix/suffix substitution: AB 01(da) ↔ AB 66(?),0.0,AB 65-AB 26-[AB 01|AB 66]
AB 01,AB 09,2,3,dental/coronal,dental/coronal,a,e,1,1,unknown,unclassified: AB 01(da) ↔ AB 09(se),0.0,AB 65-AB 26-[AB 01|AB 09]
AB 07,AB 49,2,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 07(di) ↔ AB 49(?),0.0,AB 26-AB 01-[AB 07|AB 49]
AB 07,AB 59,2,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 07(di) ↔ AB 59(?),0.0,AB 26-AB 01-[AB 07|AB 59]
AB 07,AB 56,2,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 07(di) ↔ AB 56(?),0.0,AB 26-AB 01-[AB 07|AB 56]
AB 07,AB 73,2,3,dental/coronal,?,i,?,1,1,morphological,prefix/suffix substitution: AB 07(di) ↔ AB 73(?),0.0,AB 26-AB 01-[AB 07|AB 73]
AB 07,AB 01,2,3,dental/coronal,dental/coronal,i,a,1,1,unknown,unclassified: AB 07(di) ↔ AB 01(da),0.0,AB 26-AB 01-[AB 07|AB 01]
AB 33,AB 49,1,3,labial,?,a,?,1,1,unknown,unclassified: AB 33(pa) ↔ AB 49(?),0.0,AB 46-[AB 33|AB 49]-AB 08
AB 33,AB 49,0,3,labial,?,a,?,1,1,morphological,prefix/suffix substitution: AB 33(pa) ↔ AB 49(?),0.0,[AB 33|AB 49]-AB 08-AB 07
AB 24,AB 44,2,3,dental/coronal,velar/palatal,e,e,1,1,morphological,prefix/suffix substitution: AB 24(ne) ↔ AB 44(ke),0.0,AB 04-AB 04-[AB 24|AB 44]
